title,company-name,location,type,salary_package,company_requirements
IGCSE SCIENCE AND COMPUTER TUTOR FOR GRADE 8,Zero gravity space labs,"Bengaluru, Karnataka",part-time," ₹15,000 - ₹30,000","LOOKING FOR IGCSE( CAMBRIDGE) SCIENCE AND COMPUTER TEACHER WHO CAN TEACH GRADE 8 STUDENT.
THE TUTOR IS EXPECTED TO TEACH FOR 2 HOURS IN A WEEK AT THE STUDENT…"
Sub Editor - English,The Better India,Remote,Full-time,"₹21,137","Stay up to date with industry trends, best practices, and evolving editorial standards Mentor and provide guidance to junior sub-editors, and writers, fostering…"
EA for UK BSS,EY,"Technopark, Thiruvananthapuram, Kerala",Full-time,"₹72,873","Data Processing and administration - Data capture, processing and administration of business information.
Meetings Management - Working closely with the project…"
IGCSE SCIENCE AND COMPUTER TUTOR FOR GRADE 8,Zero gravity space labs,"Bengaluru, Karnataka",part-time," ₹3,000","LOOKING FOR IGCSE( CAMBRIDGE) SCIENCE AND COMPUTER TEACHER WHO CAN TEACH GRADE 8 STUDENT.
THE TUTOR IS EXPECTED TO TEACH FOR 2 HOURS IN A WEEK AT THE STUDENT…"
Sub Editor - English,The Better India,Remote,Part-time,"₹12,828","Stay up to date with industry trends, best practices, and evolving editorial standards Mentor and provide guidance to junior sub-editors, and writers, fostering…"
Dietician- Punjabi,Fitelo,Remote,Full-time,"₹26,053","Minimum 3-month internship experience.
Address dietary issues and any related emotions.
Compiling information and tracking client progress towards their health…"
Content Editor,Profit by PPC,Remote,Internship," ₹15,000 - ₹25,000","Review and edit content for accuracy, coherence, and adherence to company standards, ensuring that it meets the highest quality standards."
IT Recruiters – Freshers,Careator Technologies,"Bengaluru, Karnataka",Full-time ,"₹52,626","End to End recruitment; from sourcing to on boarding of resources.
Would be responsible to hire resources as per organization’s requirements & within defined."
Assistant Supervisor,STREAM WONDERS,"Mumbai District, Maharashtra",Permanent," ₹15,000 - ₹20,000","Assistant Supervisors liaise between Senior Supervisors and other company employees.
Their duties include performing administrative tasks, documenting…"
Video Editor,PEBBLES DIGITAL,Remote,Permanent,"₹18,065","Creating videos that are short, punchy and engaging - IG Reels.
Coordinate with clients and video creators and direct them for video."
Hotel Receptionist,Lime Tree Hotels,"Gurugram, Haryana",Full-time,"₹49,873","The successful candidate will be responsible for managing the front office operations, ensuring exceptional guest service, and maintaining high levels of…"
Customer Support Executive (CSE),recruitwire service,"Gurugram, Haryana",part-time," ₹2,00,000 - ₹3,00,000","Experience: Fresher and Experienced(6 months in sale or related experience) both Eligible.
Salary - 25000 to 35000CTC Per Month."
Site Supervisor (Electrical),NAAM,"Salem, Tamil Nadu",Full-time ,"₹32,826","MEP work electrical site supervisor ,after completion shift maintenance supervisor as permanent job.
Total work: 1 year (Preferred)."
Accounts Executive,NoBrokerHood technologies Solutions Pvt Ltd,Remote,Internship,"₹24,842","Issue Resolution: Proactively identify and address deployment issues and roadblocks,.
In the financial services or technology industry."
Online Teacher,Albedo,Remote,Full-time," ₹25,000 - ₹35,000","Curriculum Delivery: Plan and deliver engaging, comprehensive lessons tailored to the IGCSE curriculum, ensuring that each student's unique needs are met."
Student Trainee,SARAL TECH,Remote,Full-time,"₹49,402","Overview:* SaralTech™, in collaboration with Saral Startup School, is offering a unique 6-month Remote Startup Readiness Program, designed to empower aspiring…"
Store Keeper(Resort),Kondody Hotels and Resorts,"Munnar, Kerala",part-time,"₹12,155",The ideal candidate will have a passion for the hospitality industry and a proven track records of managing hospitality operations efficiently.*.
collection boy,Sequence Referral,Delhi,part-time," ₹8,086 - ₹20,000","Good communication skills in Hindi or English.
0-2 year of collection work experience in diagnostics laboratory or any other field."
TGT - Social Science Punjabi Bagh,Presidium School,"Delhi, Delhi",Permanent," ₹30,000 - ₹35,000","Required TGT in Social Science.
Should have minimum 2yr experience as a TGT in required subject.*."
Hindi English Translator,Sunshine Manpower Solution And Services,"Remote in Udaipur, Rajasthan",Full-time,"₹30,283","Looking for back office operation Job.
Report writing would be core work which required good written English."
International Non Voice Process- CSR,IntouchCX,"Bengaluru, Karnataka",part-time,"₹75,037","⦁ Maintain thorough knowledge of systems so that information can be researched and proper information is given to customer.
Job Types: Full-time, Permanent."
Logistics Executive,Sapcon steels Pvt Ltd,"Jammu, Jammu and Kashmir",part-time," ₹25,000 - ₹30,000","Maintain accurate and up-to-date records of deliveries, including signatures, receipts, ensure that all deliveries meet legal and regulatory requirements."
Banking Operations New Associate,Accenture,"Chennai, Tamil Nadu",Full-time,"₹55,754","Roles and Responsibilities: •In this role you are required to solve routine problems, largely through precedent and referral to general guidelines • Your…"
Customer Care -International Voice Process-Bangalore-Q3 - 2024,First Advantage,"Bengaluru, Karnataka",Full-time,"₹76,980","25 International quality voice resources who will be equally flexible and comfortable to pick up Calls , Emails and Chats basis the flow."
Social Media Executive,tofuu media,"Andheri, Mumbai, Maharashtra",Internship,"₹63,059","Social media marketing: 3 years (Required).
Understand the basics of all social media platforms and daily posting.
Strategize and ideate for campaigns."
Purchase Executive @ Laminates and Play Industries,Smart Teachnology,"Satellite, Ahmedabad, Gujarat",Permanent," ₹15,000 - ₹50,000","Total work: 3 years (Required).
Negotiate and co-ordinate with supplier and cross-functional department for best possible price purchase and delivery time with…"
Associate Executive,Futops Technologies India,"Pimpri-Chinchwad, Maharashtra",Full-time ,"₹24,795","They follow sales leads and open up new avenues for the business to target and focus on customer relationship management.
Job Types: Full-time, Fresher."
Bookkeeper AP / AR Quicken,SW pvt ltd,"Remote in Chennai, Tamil Nadu",Monday to Friday,"₹37,817","We are seeking a detail-oriented and organized Accounts Payable / Accounts Receivable Bookkeeper to join our accounting team.
Job Types: Full-time, Permanent."
Website Designer,Multiplier,Remote,part-time," ₹35,000 - ₹45,000","Exploring solutions and sketching initial design ideas.
Forming UX/UI directives based on research insights, design principles, and best practices."
HIRING FRESHERS -FEDERAL BANK (LIFE INSURANCE)-CTC 3.25LPA,JOBS N TA HR Services,"Kochi, Kerala",Full-time,"₹51,804","Generate Revenue by getting business from leads generated through assigned 2-3 Bank Branches.
Build long term relationship with the bank staff."
Photoshop Assistant / Photo Retoucher,nothingless photography,"Mumbai, Maharashtra",Internship,"₹60,597","Stay current with the latest trends in design and imaging technology.
You possess excellent communication and interpersonal skills and can articulate your ideas…"
Front Office Executive,AIRPORT HOTEL AND RESTAURANT (Contact :...,"Delhi, Delhi",Permanent," ₹25,000 - ₹35,000","Ø Handling reservation enquiries telephonically & through Online Travel Agents.
Ø Sorting and distributing Mail.
Qualification- Graduate / Any Master Degree."
Bakery Helper,FINE GLOBAL HR,"Kochi, Kerala",Full-time,"₹41,295","OTHER BENEFITS: Food, *Accommodation, Transportation and Medical Insurance.
Producing bakery products and handling them with care to maintain quality and…"
Junior Supervisor - Operations,BUOYANCY PLASTICS FOR CHANGE RECYCLING PRIVATE...,"Manali, Chennai, Tamil Nadu",Permanent,"₹13,174","Supervision of production activities.
Should have knowledge on electrical equipments.
Electrical maintenance of equipments as per checklist and during breakdown…"
Telesales,TilliT Solutions,"Remote in Bengaluru, Karnataka",Part-time,"₹28,040",Higher Secondary(12th Pass) (Preferred).
Receptionist,Torres Jewelry Store,"Vashi, Navi Mumbai, Maharashtra",Permanent,"₹73,853","Supervising processes on the floor.
Precious items made of gold and silver;
Items with diamonds and other precious stones.
Assisting in the company’s events."
Project Coordinator,Markup Designs,"Noida, Uttar Pradesh",Permanent," ₹42,000 - ₹50,000","Gather and document requirements as an outcome of meetings or coordination attempts.
Monitor and execute projects within the given timeline Flexible working…"
Freelance Graphic Designer,Pantagone Technologies India Pvt Ltd,Remote,Full-time ,"₹68,680",Total work: 3 years (Preferred).
Medical Scribe,Fusion Market Research,"Satara, Maharashtra",Full-time,"₹47,960","Taking notes during patient visits and documenting them in the electronic health records system.
Learning about the medical process and using a team approach in…"
Data Scientist,W2S Solutions,"Sholinganallur, Chennai, Tamil Nadu",part-time," ₹40,000 - ₹50,000","B) A deep understanding of the ML and AI algorithms they've worked on is essential.
C) It is necessary to have a thorough understanding of neural networks."
US Healthcare Recruiter,Excellanto Ventures Pvt Ltd,Remote,Full-time,"₹14,299","Database Management: Maintain an up-to-date candidate database and ensure accurate tracking of all recruitment activities.
Total work: 3 years (Required)."
Women Empowerment Program,10Decoders Consultancy Services,"Remote in Chennai, Tamil Nadu",Monday to Friday ,"₹57,306",10decoders brings strategic and technical expertise to build and support critical business applications and systems in data canters and public/private clouds.
Medical Billing Associate,ZH HealthCare,Remote,Permanent," ₹3,00,000 - ₹8,00,000","Payment posting knowledge with 2-3 years of experience.
Payment posting: 3 years (Required).
Should have some knowledge in Patient billing."
Math & Sci Teacher - Kothrud,iTeach Schools,"Kothrud, Pune, Maharashtra",Full-time,"₹25,544","These benefits include PF, gratuity, medical insurance (up to 3 lakh PA), paid leaves, annual increments, and promotion opportunities.
Preferred: B Ed Degree."
Office Administrator,Relyon Information Technologies India Pvt Ltd,"Delhi, Delhi",Monday to Friday ,"₹48,069","Comfortable with 6 days working role.
Total work: 3 years (Required).
Benefits administration: 3 years (Preferred).
Guest House setup and Management."
Assistant supervisor,Flocks Worlds,"Delhi District, Delhi",Internship," ₹12,261.78 - ₹23,000.00","Assistant Supervisors liaise between Senior Supervisors and other company employees.
Their duties include performing administrative tasks, documenting…"
Science Teacher,Shlok International School,"Bengaluru, Karnataka",Full-time," ₹10,469.02 - ₹40,427.90","Reporting students' progress to the parents and higher management.
Formal training or apprenticeship will be an advantage.
Ability to work in tense situations."
Inside Sales (Edtech),GMax,Remote,Full-time ,"₹51,666",Industry Knowledge: Staying updated on the latest industry trends and news to provide valuable insights to users.
Storekeeper,CHAMUNDA PACK TECH,"Rakhial, Ahmedabad, Gujarat",part-time,"₹60,885","Pay: ₹25,000.00 - ₹30,000.00 per month.
Responsibilities can include managing goods, ensuring compliance with regulations, and maintaining the store."
COMPUTER OPRATER,AKASH CONSULTANCY SERVICES,"Varanasi, Uttar Pradesh",Full-time,"₹22,420","Pay: From ₹8,000.00 per month.
Knowledge Of Computer typing Compulsory and Comuter Knowledge Internet Online Form sumit .
Job Types: Full-time, Fresher."
